@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute label {0,1}

@data
1,0,0,0.441746,0.0625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007368,1,0,0,1,0,1,0,1,0,0,0.08,0,0.216061,0.89046,0.733782,0.004144,0.588972,0.699588,0.783644,0.28294,0.46589,0.775672,0.014934,0.032063,0.311898,0.637914,0.10299,0.312586,0.200413,0.048611,0.837982,0.675853,0.66742,0.724518,0.183879,0.973982,0.263158,0.550169,0
1,0,0,0.099206,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.07,0.00004,0.974738,0.928595,0.60177,0.343411,0.501873,0.441848,0.622975,0.667857,0.276982,0.123913,0.657486,0.391986,0.896006,0.291768,0.948606,0.303686,0.857457,0.339238,0.072943,0.881258,0.431273,0.426224,0.361853,0.371217,0.921674,0.527941,0
1,0,0,0.105873,0.03875,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0.054,0.00007,0.473025,0.987527,0.389841,0.339816,0.822278,0.95334,0.685282,0.465535,0.660772,0.862361,0.091804,0.435192,0.234774,0.832301,0.183519,0.879953,0.599354,0.766555,0.291717,0.103037,0.840816,0.118621,0.153723,0.945605,0.838162,0.258589,0
0,1,0,0.396825,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.038,0,0.422687,0.397244,0.847815,0.373367,0.448743,0.700715,0.880815,0.683847,0.541275,0.025734,0.226924,0.046599,0.780267,0.072089,0.219399,0.679325,0.528465,0.407483,0.056551,0.996835,0.994647,0.932634,0.255744,0.800309,0.027098,0.76598,0
0,1,0,0.141587,0.011964,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026316,0,1,0,1,0,1,0,0,1,0,0.08,0,0.217043,0.36713,0.16128,0.532493,0.436102,0.323065,0.300415,0.969784,0.476131,0.477884,0.483218,0.695089,0.503835,0.516875,0.555898,0.667945,0.983967,0.218444,0.138207,0.462089,0.037374,0.857604,0.897682,0.068171,0.676735,0.425925,0
1,0,0,0.374286,0.095179,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,0,1,1,0,0,0,0.00501,0.399674,0.711537,0.088196,0.812238,0.313135,0.671587,0.947234,0.344524,0.408512,0.293168,0.024315,0.362083,0.49488,0.427242,0.741791,0.613155,0.525314,0.310761,0.791509,0.947865,0.207441,0.81115,0.62512,0.988165,0.818117,0.279869,0
1,0,0,0.296349,0.077321,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.06,0,0.471066,0.855624,0.696451,0.351334,0.449705,0.208186,0.069072,0.690336,0.759564,0.777898,0.310185,0.749415,0.166773,0.810165,0.9088,0.835543,0.364137,0.338613,0.149236,0.995534,0.051564,0.359575,0.256201,0.94854,0.261158,0.432939,0
0,1,0,0.390159,0.157679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.08,0,0.595208,0.354471,0.758567,0.428454,0.896335,0.782134,0.323044,0.414723,0.303756,0.132641,0.126945,0.088726,0.432325,0.573049,0.572936,0.830307,0.419829,0.018949,0.701162,0.677733,0.928918,0.004621,0.351462,0.70596,0.496002,0.26287,0
1,0,0,0.294921,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04386,0,1,0,1,0,0,1,1,0,0,0.14,0,0.642005,0.48233,0.464732,0.278469,0.350826,0.736426,0.929964,0.113835,0.378488,0.035661,0.702272,0.252945,0.09206,0.812744,0.961334,0.0093,0.096302,0.49127,0.454939,0.212448,0.536317,0.452796,0.564062,0.618495,0.571417,0.71692,0
1,0,0,0.163968,0.03125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,1,0,0.059701,1,0,1,0,0,0.127,0.0195,0.658538,0.819036,0.752641,0.964686,0.935151,0.741283,0.728738,0.286312,0.961358,0.249962,0.653412,0.642036,0.571094,0.08633,0.290209,0.992207,0.012521,0.202355,0.59241,0.852164,0.270376,0.789339,0.898331,0.80861,0.078329,0.809227,0
1,0,0,0.062222,0.159286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,0,1,0,0.04,0,0.737094,0.729077,0.20363,0.776254,0.069633,0.856788,0.446333,0.527905,0.125771,0.460319,0.006283,0.890903,0.510646,0.852014,0.704529,0.073604,0.077114,0.193574,0.595216,0.769446,0.957321,0.510685,0.397271,0.392739,0.782836,0.665308,0
0,1,0,0.141587,0.028214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,1,0,0,0.072,0,0.415944,0.762827,0.491411,0.900652,0.82952,0.751052,0.27241,0.749295,0.120672,0.687288,0.428975,0.004234,0.174461,0.926115,0.395463,0.482398,0.92774,0.018737,0.664371,0.446393,0.119679,0.96315,0.195229,0.234653,0.306795,0.223632,0
1,0,0,0.533016,0.232143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,0,1,1,0,0,0,0.00228,0.175629,0.142066,0.805066,0.454149,0.070837,0.171414,0.825901,0.903264,0.466526,0.823,0.84102,0.253207,0.165743,0.389889,0.281716,0.117658,0.199818,0.236567,0.187438,0.405959,0.196111,0.69324,0.441933,0.574211,0.57377,0.391719,0
1,0,0,0.324127,0.098214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,0,1,1,0,0,0.116,0.002,0.385685,0.971762,0.405053,0.608952,0.268201,0.126226,0.070746,0.346946,0.811114,0.62466,0.282026,0.53067,0.204412,0.527911,0.509924,0.641814,0.828143,0.227392,0.292414,0.643701,0.311326,0.353896,0.950486,0.59054,0.692575,0.977262,0
0,1,0,0.687778,0.011964,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,1,0,0,1,0,0,1,1,0,0,0.126,0.02197,0.711228,0.761414,0.553924,0.320508,0.257844,0.491951,0.567345,0.180198,0.029892,0.187889,0.081167,0.82801,0.215762,0.983285,0.472685,0.205942,0.49087,0.467888,0.5884,0.990181,0.523193,0.21413,0.807416,0.734067,0.099564,0.750134,0
0,1,0,0.605873,0.232143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.108246,0,1,0,1,0,0,1,1,0,0,0.0365,0,0.643354,0.371974,0.926668,0.583886,0.905897,0.138067,0.413436,0.837714,0.011732,0.820707,0.084527,0.807933,0.399005,0.785274,0.526275,0.005542,0.891068,0.865427,0.839029,0.783868,0.31022,0.585451,0.760849,0.02565,0.32428,0.231095,0
0,1,0,0.235397,0.059464,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.084737,1,0,0,1,0,0,1,1,0,0,0.22,0,0.500304,0.023927,0.324376,0.801729,0.497079,0.149997,0.251902,0.531455,0.457653,0.933112,0.733209,0.857499,0.337183,0.418799,0.720116,0.167278,0.239808,0.075435,0.995855,0.60422,0.15166,0.971604,0.267226,0.509439,0.771957,0.205656,0
1,0,0,0.786984,0.019286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,1,0,1,0,0.044776,0,1,1,0,0,0.09,0,0.126552,0.419722,0.055026,0.560919,0.375055,0.332827,0.113126,0.268078,0.694134,0.145425,0.794729,0.535598,0.278821,0.854991,0.623708,0.762042,0.600576,0.187204,0.076065,0.61279,0.78224,0.848223,0.31227,0.460815,0.66215,0.000488,0
1,0,0,0.294921,0.125,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.116,0,0.15418,0.026085,0.813126,0.239449,0.966136,0.166392,0.566063,0.545669,0.210804,0.165229,0.327451,0.514706,0.0572,0.905631,0.391686,0.65714,0.61215,0.817535,0.283614,0.000249,0.352302,0.331572,0.853421,0.609222,0.347379,0.47425,0
1,0,0,0.31619,0.044643,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,0,1,0,1,0,1,0,1,0,0,0.06,0,0.285155,0.821266,0.782714,0.513397,0.826691,0.541629,0.516049,0.173235,0.26245,0.967513,0.187263,0.260009,0.446796,0.375516,0.07225,0.356007,0.101259,0.564964,0.417079,0.628464,0.710807,0.761792,0.174339,0.620815,0.922053,0.719602,0
1,0,0,0.099206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0.072,0,0.695274,0.296941,0.143561,0.136108,0.206144,0.490564,0.989962,0.178771,0.205677,0.581315,0.892568,0.107174,0.210202,0.004772,0.50736,0.338725,0.693103,0.282937,0.494071,0.694056,0.162954,0.332682,0.953986,0.996405,0.473104,0.169036,0
1,0,0,0.361111,0.151786,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,1,0,1,0,0,0.227,0.0005,0.582088,0.687951,0.20664,0.713305,0.887005,0.295397,0.762709,0.466426,0.190187,0.999569,0.66371,0.676207,0.425599,0.872834,0.054421,0.887473,0.333593,0.576987,0.05407,0.893725,0.786053,0.289429,0.180109,0.74027,0.81395,0.180075,0
0,1,0,0.234127,0.035714,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,1,0,1,0,0.029851,0,1,1,0,0,0.0835,0.005,0.702075,0.524556,0.21099,0.509982,0.71676,0.658847,0.715937,0.755386,0.702982,0.814064,0.802755,0.791659,0.557664,0.797638,0.478789,0.150326,0.649136,0.93282,0.323137,0.42819,0.057831,0.095885,0.567515,0.025051,0.766968,0.047145,0
1,0,0,0.484127,0.017857,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.377193,1,0,0,1,0,1,0,0,1,0,0.2,0,0.729396,0.916345,0.939539,0.274315,0.390157,0.386783,0.283519,0.652944,0.221169,0.576521,0.525987,0.133021,0.937864,0.843806,0.315291,0.722503,0.925468,0.569209,0.26963,0.292581,0.641802,0.067577,0.153541,0.262527,0.341902,0.565391,0
0,1,0,0.261905,0.196429,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.192982,0,1,0,1,0,0,1,0,1,0,0.05,0,0.573099,0.004811,0.956469,0.342865,0.171472,0.389615,0.272887,0.268063,0.706164,0.30804,0.792435,0.593574,0.037809,0.653832,0.506331,0.27989,0.714953,0.377271,0.124964,0.734002,0.556855,0.764924,0.65565,0.650872,0.714379,0.838887,0
1,0,0,0.070159,0.087857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033684,0,1,1,0,0.029851,0,1,1,0,0,0.08,0.00587,0.705558,0.799053,0.524212,0.858061,0.502482,0.880649,0.191041,0.111256,0.850444,0.24598,0.365436,0.926585,0.97696,0.254053,0.316254,0.524687,0.350665,0.567026,0.653535,0.844665,0.145494,0.447909,0.798566,0.332604,0.096303,0.580758,0
0,1,0,0.695714,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.22807,0,1,1,0,0.014925,1,0,1,0,0,0,0.0001,0.76679,0.937861,0.355401,0.25692,0.851357,0.833272,0.02442,0.719225,0.2397,0.819151,0.219597,0.365743,0.819366,0.845345,0.159144,0.652227,0.015181,0.070083,0.937465,0.85015,0.650517,0.879413,0.601126,0.706374,0.155586,0.059862,0
1,0,0,0.25127,0.169643,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,0,1,1,0,0.014925,0,1,1,0,0,0.23,0.00068,0.542331,0.618937,0.916413,0.518529,0.889522,0.96547,0.188494,0.321416,0.930859,0.98378,0.772209,0.948932,0.239624,0.965825,0.713351,0.741939,0.182438,0.536112,0.692082,0.361303,0.357264,0.015443,0.896774,0.397952,0.973923,0.487825,0
1,0,0,0.080635,0.126429,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.09,0.00001,0.08235,0.085207,0.286939,0.241764,0.697261,0.426622,0.182421,0.279081,0.273473,0.704601,0.226254,0.693077,0.323039,0.173515,0.324876,0.450115,0.813086,0.368434,0.784515,0.314767,0.092515,0.688567,0.627893,0.634901,0.906716,0.656909,0
0,1,0,0.402063,0.142857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,1,0,0,0.24,0,0.593096,0.257782,0.747861,0.98464,0.394677,0.66008,0.853435,0.08987,0.162194,0.313795,0.402603,0.271068,0.496653,0.920798,0.407744,0.43946,0.368993,0.644364,0.218958,0.426844,0.966833,0.343235,0.574975,0.774703,0.547468,0.194431,0
1,0,0,0.099206,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0,0,0.535714,0.719292,0.611389,0.468687,0.463312,0.563764,0.232565,0.59228,0.736141,0.277052,0.793098,0.65313,0.6448,0.725213,0.157912,0.437667,0.6429,0.697975,0.046865,0.139262,0.070488,0.551389,0.669673,0.012474,0.1098,0.82017,0
1,0,0,0.078095,0.178571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,1,0,0.029851,1,0,1,0,0,0,0.00038,0.499509,0.659995,0.00758,0.037539,0.296874,0.543536,0.676048,0.019941,0.912096,0.108174,0.556207,0.283829,0.26399,0.743643,0.123914,0.257486,0.337528,0.361683,0.518211,0.420398,0.990439,0.272491,0.299424,0.612335,0.373751,0.421632,0
1,0,0,0.359841,0.026786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,0,1,0,1,0,1,0,1,0,0,0.12,0.00003,0.155418,0.247754,0.725152,0.975966,0.818986,0.589691,0.704411,0.656932,0.018397,0.634383,0.81535,0.77703,0.366872,0.856189,0.878731,0.632604,0.92782,0.389012,0.011163,0.59382,0.504359,0.238017,0.584454,0.652106,0.240063,0.806289,0
1,0,0,0.314762,0.011964,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,1,0,0,0.09,0,0.359432,0.332795,0.987798,0.026833,0.594556,0.360401,0.033226,0.708749,0.29169,0.872477,0.810279,0.095048,0.703934,0.8042,0.460463,0.191347,0.394644,0.950109,0.45288,0.055771,0.264966,0.066534,0.430213,0.296057,0.378205,0.373567,0
1,0,0,0.199683,0.464286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.07,0.0111,0.074848,0.375858,0.586421,0.287566,0.89242,0.947884,0.036116,0.321668,0.606294,0.545412,0.237924,0.521131,0.575287,0.512212,0.281839,0.183671,0.11254,0.605943,0.805133,0.287988,0.242358,0.647186,0.80478,0.082409,0.312973,0.161682,0
1,0,0,0.34127,0.113036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.131579,1,0,0,1,0,0,1,1,0,0,0.34,0,0.666486,0.936353,0.829873,0.988923,0.924415,0.569614,0.362625,0.413995,0.663641,0.879755,0.93548,0.987988,0.034807,0.679477,0.628864,0.841584,0.333308,0.143905,0.857114,0.711377,0.812541,0.377841,0.627385,0.963964,0.083329,0.270308,0
0,1,0,0.170635,0.037143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,1,0,1,0,0.044776,1,0,1,0,0,0.09,0.00147,0.630375,0.183388,0.709699,0.837085,0.67444,0.6697,0.882427,0.59976,0.005307,0.17212,0.980388,0.056778,0.017144,0.042565,0.595853,0.150258,0.047152,0.679786,0.806817,0.414278,0.726518,0.186134,0.487355,0.720557,0.729075,0.310028,0
0,1,0,0.219524,0.107143,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.097895,0,1,1,0,0.014925,0,1,1,0,0,0.14,0.0001,0.440191,0.42074,0.776246,0.280796,0.665691,0.652153,0.165149,0.228006,0.796553,0.608436,0.275145,0.883704,0.857323,0.391231,0.647292,0.763289,0.380197,0.597496,0.575105,0.647066,0.466245,0.089493,0.139538,0.484935,0.859837,0.569645,0
0,1,0,0.043651,0.044643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.014925,1,0,1,0,0,0.054,0.00098,0.789141,0.036186,0.913349,0.409612,0.910779,0.78102,0.594504,0.683865,0.917567,0.640384,0.855871,0.213928,0.726224,0.735668,0.906708,0.253324,0.348518,0.072601,0.276954,0.738583,0.282476,0.822055,0.980345,0.119298,0.371391,0.074559,0
0,1,0,0.309524,0.089286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,0,1,1,0,0,0,0.00002,0.595567,0.10104,0.286159,0.124093,0.504467,0.271023,0.109817,0.121598,0.697005,0.560954,0.0095,0.918934,0.717025,0.760695,0.589647,0.556564,0.622111,0.98875,0.956928,0.061275,0.246237,0.745633,0.026254,0.943453,0.571602,0.700843,0
1,0,0,0.267143,0.096786,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,0,1,0,1,0,0.04,0,0.125762,0.827719,0.671771,0.686256,0.599204,0.620558,0.761241,0.760789,0.717706,0.733893,0.942924,0.973898,0.122352,0.413044,0.703591,0.570098,0.735733,0.152778,0.405917,0.168228,0.052628,0.608081,0.962908,0.258493,0.028156,0.343443,0
0,1,0,0.34,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.089552,1,0,1,0,0,0,0.002,0.012176,0.527846,0.505892,0.966938,0.237304,0.186685,0.441729,0.576812,0.749111,0.693374,0.246742,0.451312,0.914535,0.719139,0.604182,0.383906,0.836307,0.505895,0.32939,0.829597,0.85546,0.470157,0.667367,0.408952,0.959185,0.661713,0
0,1,0,0.496032,0.16375,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,0,1,0,1,0,0.12,0,0.743971,0.652526,0.772435,0.379408,0.978808,0.514461,0.644158,0.472744,0.637011,0.279882,0.905479,0.997372,0.547924,0.555529,0.237072,0.579544,0.888047,0.941627,0.190278,0.506825,0.73725,0.312003,0.928844,0.973743,0.952948,0.755472,0
0,1,0,0.050317,0.017857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,1,0,0.089552,0,1,1,0,0,0.12,0.00035,0.95498,0.007425,0.198531,0.114987,0.879655,0.171851,0.101852,0.915216,0.171426,0.370838,0.68468,0.035163,0.049002,0.44121,0.811604,0.675537,0.21696,0.818454,0.949223,0.684805,0.32523,0.988652,0.495184,0.530024,0.861556,0.88992,0
1,0,0,0.09127,0.342321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.027719,0,1,0,1,0,1,0,1,0,0,0.04,0.0035,0.99724,0.651073,0.607873,0.381368,0.950443,0.733246,0.061557,0.149883,0.711099,0.120533,0.573449,0.295837,0.44426,0.604576,0.290076,0.931433,0.20662,0.004408,0.55897,0.314662,0.734897,0.632395,0.784922,0.26799,0.394755,0.983496,0
1,0,0,0.399524,0.0625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.15,0.00002,0.473035,0.154146,0.133786,0.658334,0.21193,0.041632,0.456602,0.847448,0.962104,0.979487,0.66962,0.173791,0.03501,0.727606,0.86931,0.890146,0.8386,0.535889,0.216517,0.54857,0.283389,0.615666,0.749931,0.287718,0.911809,0.410264,0
1,0,0,0.466984,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.078947,0,1,0,1,0,0,1,1,0,0,0.0705,0,0.601675,0.43449,0.843866,0.814814,0.200307,0.169821,0.782514,0.748458,0.473065,0.920287,0.695111,0.307978,0.890964,0.281718,0.654659,0.808932,0.97575,0.702846,0.955108,0.634183,0.981442,0.374463,0.21429,0.436537,0.232281,0.92446,0
1,0,0,0.354444,0.090714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.01,0.156888,0.917329,0.115136,0.327356,0.744656,0.318376,0.305718,0.219872,0.445644,0.072555,0.843442,0.948176,0.369352,0.154446,0.946425,0.336201,0.827276,0.592204,0.477975,0.706548,0.541364,0.847729,0.204307,0.067422,0.660004,0.381751,0
1,0,0,0.277778,0.10125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.074627,1,0,1,0,0,0.088,0.00146,0.754978,0.197863,0.397476,0.870615,0.912949,0.721302,0.777422,0.7698,0.582089,0.447064,0.152343,0.327071,0.033214,0.000663,0.081255,0.782921,0.814722,0.101428,0.146954,0.712165,0.776354,0.876931,0.116523,0.651753,0.429823,0.867609,0
1,0,0,0.358413,0.135357,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,1,0,0,1,0,0,1,1,0,0,0.1,0,0.171725,0.115524,0.279583,0.548298,0.714115,0.985061,0.888664,0.415632,0.258144,0.206698,0.215321,0.947135,0.241434,0.128784,0.093539,0.227922,0.121289,0.960613,0.582651,0.531225,0.701301,0.512105,0.229692,0.065188,0.17494,0.821572,0
1,0,0,0.334603,0.089286,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,0,1,0,0.1,0,0.177039,0.362209,0.632142,0.846863,0.855452,0.932492,0.73917,0.30734,0.066724,0.38429,0.090875,0.441305,0.004941,0.709219,0.72188,0.615841,0.988166,0.926166,0.39012,0.753566,0.155334,0.93143,0.878259,0.900822,0.896271,0.506368,0
