@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute label {0,1}

@data
0,1,0,0.695714,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.22807,0,1,1,0,0.014925,1,0,1,0,0,0,0.0001,0.280274,0.162702,0.256479,0.751028,0.493996,0.224138,0.06334,0.263339,0.393486,0.444214,0
1,0,0,0.25127,0.169643,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,0,1,1,0,0.014925,0,1,1,0,0,0.23,0.00068,0.879357,0.055613,0.412085,0.812386,0.754362,0.988264,0.962263,0.327399,0.315201,0.85421,0
1,0,0,0.080635,0.126429,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.09,0.00001,0.827689,0.604918,0.68226,0.148294,0.376898,0.866799,0.040392,0.041711,0.094683,0.247296,0
0,1,0,0.402063,0.142857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,1,0,0,0.24,0,0.899457,0.138437,0.112523,0.56368,0.875718,0.978478,0.127077,0.987707,0.503988,0.313165,0
1,0,0,0.099206,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0,0,0.622399,0.543709,0.150677,0.251818,0.011469,0.118661,0.145821,0.022527,0.308857,0.233492,0
1,0,0,0.078095,0.178571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,1,0,0.029851,1,0,1,0,0,0,0.00038,0.95305,0.034861,0.825715,0.581871,0.904139,0.033567,0.475058,0.296903,0.213577,0.943604,0
1,0,0,0.359841,0.026786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,0,1,0,1,0,1,0,1,0,0,0.12,0.00003,0.925781,0.275763,0.802756,0.193712,0.245718,0.268469,0.881111,0.559948,0.038523,0.975674,0
1,0,0,0.314762,0.011964,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,1,0,0,0.09,0,0.127767,0.956033,0.299237,0.736799,0.396128,0.321687,0.909714,0.586276,0.329728,0.725352,0
1,0,0,0.199683,0.464286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.07,0.0111,0.868939,0.00203,0.33691,0.284984,0.643672,0.731661,0.58681,0.294426,0.66058,0.489959,0
1,0,0,0.34127,0.113036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.131579,1,0,0,1,0,0,1,1,0,0,0.34,0,0.847629,0.364403,0.605597,0.827171,0.259254,0.807497,0.522515,0.826983,0.294575,0.89633,0
0,1,0,0.170635,0.037143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,1,0,1,0,0.044776,1,0,1,0,0,0.09,0.00147,0.830863,0.246367,0.747114,0.435821,0.387523,0.066961,0.296871,0.786924,0.194767,0.046801,0
0,1,0,0.219524,0.107143,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.097895,0,1,1,0,0.014925,0,1,1,0,0,0.14,0.0001,0.260931,0.602511,0.315756,0.053166,0.029557,0.04375,0.860667,0.867033,0.16518,0.930179,0
0,1,0,0.043651,0.044643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.014925,1,0,1,0,0,0.054,0.00098,0.920218,0.267094,0.235558,0.001079,0.877501,0.082159,0.653065,0.055955,0.032877,0.078703,0
0,1,0,0.309524,0.089286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,0,1,1,0,0,0,0.00002,0.503267,0.574624,0.719955,0.647781,0.074713,0.556853,0.029617,0.382288,0.583054,0.70072,0
1,0,0,0.267143,0.096786,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,0,1,0,1,0,0.04,0,0.593277,0.365783,0.327889,0.376687,0.873492,0.784004,0.234733,0.084391,0.565517,0.321283,0
0,1,0,0.34,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.089552,1,0,1,0,0,0,0.002,0.569845,0.770819,0.849037,0.463818,0.940531,0.763435,0.632549,0.126468,0.636839,0.448998,0
0,1,0,0.496032,0.16375,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,0,1,0,1,0,0.12,0,0.101616,0.713437,0.802156,0.435389,0.777304,0.986681,0.835855,0.969403,0.991851,0.727763,0
0,1,0,0.050317,0.017857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,1,0,0.089552,0,1,1,0,0,0.12,0.00035,0.333025,0.154541,0.523123,0.341757,0.453829,0.430168,0.116442,0.43721,0.589634,0.08761,0
1,0,0,0.09127,0.342321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.027719,0,1,0,1,0,1,0,1,0,0,0.04,0.0035,0.655602,0.311268,0.65683,0.434165,0.940636,0.734181,0.4295,0.776599,0.977636,0.38153,0
1,0,0,0.399524,0.0625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.15,0.00002,0.073987,0.447345,0.659331,0.393283,0.621534,0.545515,0.192974,0.608578,0.462933,0.077219,0
1,0,0,0.466984,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.078947,0,1,0,1,0,0,1,1,0,0,0.0705,0,0.913312,0.981618,0.988781,0.350887,0.701149,0.313942,0.798901,0.328372,0.737999,0.597225,0
1,0,0,0.354444,0.090714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.01,0.761738,0.138499,0.606427,0.926113,0.823833,0.109787,0.632362,0.674966,0.520895,0.591576,0
1,0,0,0.277778,0.10125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.074627,1,0,1,0,0,0.088,0.00146,0.659428,0.844126,0.328844,0.714204,0.197722,0.54245,0.084958,0.106657,0.563786,0.647884,0
1,0,0,0.358413,0.135357,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,1,0,0,1,0,0,1,1,0,0,0.1,0,0.20813,0.122306,0.341611,0.607784,0.288453,0.768837,0.889424,0.367174,0.781708,0.950104,0
1,0,0,0.334603,0.089286,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,0,1,0,0.1,0,0.324761,0.57308,0.690625,0.878356,0.895809,0.188067,0.801715,0.181766,0.783936,0.083989,0
0,1,0,0.06619,0.019286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,0,1,1,0,0.014925,0,1,1,0,0,0.04,0.00005,0.154354,0.222461,0.963328,0.619431,0.353695,0.416901,0.713492,0.498496,0.79702,0.341004,0
0,1,0,0.31746,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,1,0,1,0,0.044776,0,1,1,0,0,0.106,0,0.314457,0.853936,0.327453,0.363529,0.164985,0.862172,0.204351,0.591624,0.661245,0.419854,0
1,0,0,0.246032,0.464286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0.114,0,0.302357,0.000431,0.043848,0.985114,0.579553,0.875554,0.117446,0.81698,0.085965,0.683079,0
1,0,0,0.141587,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055614,0,1,1,0,0.014925,0,1,1,0,0,0.2,0.00009,0.961572,0.860347,0.962879,0.332613,0.193127,0.456769,0.258504,0.889721,0.754972,0.053577,0
1,0,0,0.460317,0.145893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.054,0.001,0.293907,0.163819,0.066496,0.978103,0.349298,0.518448,0.836049,0.419604,0.787026,0.080875,0
0,1,0,0.15873,0.025357,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.014925,0,1,1,0,0,0.12,0.00004,0.302567,0.257573,0.061905,0.506615,0.995312,0.235042,0.855246,0.655254,0.851171,0.658875,0
1,0,0,0.337302,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,0,1,1,0,0,0.105,0,0.660524,0.590858,0.3648,0.50259,0.218143,0.25542,0.689839,0.164913,0.299021,0.715476,0
0,1,0,0.129683,0.416607,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,1,0,0,0.16,0.00005,0.782434,0.203982,0.543107,0.833713,0.280421,0.990892,0.342781,0.615392,0.660223,0.940433,0
1,0,0,0.56873,0.678571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.014925,1,0,1,0,0,0.047,0,0.81926,0.468607,0.704466,0.627601,0.911122,0.61479,0.088285,0.142739,0.921738,0.18219,0
1,0,0,0.277778,0.040179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.014925,1,0,1,0,0,0.048,0.00019,0.439515,0.069444,0.196094,0.020859,0.474527,0.284339,0.903942,0.667301,0.110962,0.578979,0
0,1,0,0.126984,0.0625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.08,0,0.272324,0.305155,0.903946,0.009492,0.549069,0.769074,0.254488,0.162964,0.777243,0.236613,0
0,1,0,0.105873,0.375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.077,0.00032,0.093748,0.117689,0.96425,0.612058,0.267575,0.63171,0.797852,0.506492,0.231886,0.408082,0
0,1,0,0.177302,0.044643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.04,0,0.282783,0.620044,0.675532,0.780184,0.389595,0.237071,0.633633,0.409818,0.594673,0.641934,0
1,0,0,0.255238,0.072857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.064,0.00001,0.566915,0.209324,0.179442,0.653854,0.648455,0.682885,0.004569,0.768272,0.302367,0.361803,0
1,0,0,0.116349,0.147321,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.07,0.001,0.444118,0.942353,0.186254,0.600396,0.109213,0.664198,0.358497,0.874071,0.274309,0.323119,0
0,1,0,0.334603,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.08,0,0.999629,0.672988,0.793429,0.126312,0.523482,0.85241,0.363335,0.5705,0.180354,0.510576,0
1,0,0,0.562222,0.081786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.1,0.00003,0.738124,0.352298,0.686537,0.980453,0.423275,0.533158,0.587738,0.922506,0.510977,0.327481,0
1,0,0,0.41,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.029851,1,0,1,0,0,0.0085,0.00001,0.897171,0.864211,0.639908,0.236664,0.67441,0.587143,0.878056,0.108565,0.468015,0.562329,0
1,0,0,0.055556,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,0,1,1,0,0,0.08,0.0004,0.883687,0.189922,0.934408,0.655794,0.642143,0.88847,0.006279,0.392408,0.152367,0.166401,0
0,1,0,0.441746,0.037143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,0,1,0,1,0,1,0,0,0.12,0.00237,0.63492,0.584857,0.781697,0.373026,0.004494,0.450142,0.477853,0.497441,0.462818,0.546634,0
0,1,0,0.156032,0.020893,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.06,0.00087,0.018223,0.723389,0.054214,0.770153,0.59501,0.171079,0.782027,0.908362,0.394577,0.969359,0
1,0,0,0.197143,0.446429,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04386,0,1,0,1,0,0,1,1,0,0,0,0.00017,0.783997,0.470606,0.04927,0.997026,0.744762,0.478832,0.166104,0.380865,0.659006,0.021764,0
1,0,0,0.36381,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.1105,0,0.024048,0.519574,0.911174,0.866434,0.217072,0.053212,0.809264,0.70948,0.375224,0.519175,0
1,0,0,0.040952,0.098214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,1,0,0.014925,1,0,1,0,0,0.04,0.00021,0.778889,0.669747,0.959892,0.016876,0.54752,0.835064,0.168077,0.934137,0.913009,0.047863,0
0,1,0,0.156032,0.029643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,1,0,0.014925,0,1,1,0,0,0.1,0.00011,0.113736,0.991124,0.056732,0.213636,0.991231,0.738854,0.136461,0.147238,0.213711,0.656266,0
1,0,0,0.587302,0.020893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0725,0,0.141194,0.633619,0.320846,0.226361,0.180249,0.605493,0.395329,0.77473,0.266224,0.353967,0
1,0,0,0.15873,0.014821,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,1,0,0.029851,1,0,1,0,0,0.064,0.00006,0.621515,0.106811,0.804547,0.807754,0.362281,0.551635,0.074869,0.167439,0.068746,0.739951,0
1,0,0,0.34127,0.589286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.140351,1,0,0,1,0,1,0,1,0,0,0.04,0,0.697253,0.617378,0.96576,0.220433,0.85046,0.732772,0.284258,0.963848,0.829753,0.592495,0
1,0,0,0.133651,0.080357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.08,0.0001,0.312006,0.545988,0.033111,0.475382,0.199545,0.769641,0.614146,0.524363,0.334978,0.836255,0
0,1,0,0.559524,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.05,0.00027,0.982342,0.549307,0.249799,0.804519,0.040674,0.461389,0.836727,0.732262,0.078035,0.321834,0
1,0,0,0.40873,0.058036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0,0.00316,0.913134,0.653127,0.878341,0.880845,0.373163,0.585599,0.432405,0.191028,0.683606,0.064389,0
1,0,0,0.197143,0.029821,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,0,1,0,1,0,1,0,1,0,0,0.05,0,0.310196,0.26773,0.137488,0.302361,0.112595,0.366527,0.492421,0.795199,0.371971,0.386018,0
1,0,0,0.425873,0.1175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,0,1,0,0.2,0,0.006763,0.404875,0.578152,0.89099,0.529772,0.771078,0.980442,0.426498,0.266081,0.077987,0
0,1,0,0.220952,0.053571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,1,0,0,1,0,1,0,0,1,0,0.184,0,0.804056,0.746661,0.956197,0.336157,0.85067,0.000165,0.295627,0.133765,0.537011,0.670035,0
0,1,0,0.134921,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.114035,0,1,0,1,0,1,0,1,0,0,0.14,0,0.868672,0.239755,0.360877,0.686325,0.205047,0.104786,0.843556,0.239555,0.045549,0.982429,0
1,0,0,0.296349,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,0,1,1,0,0,0.06,0,0.034029,0.834619,0.158822,0.602946,0.557619,0.435693,0.683357,0.914303,0.857798,0.800127,0
0,1,0,0.112381,0.303571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0,0.00351,0.338683,0.019587,0.430546,0.223049,0.493595,0.887762,0.839231,0.547577,0.897397,0.095965,0
1,0,0,0.148095,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.05,0.04208,0.785463,0.215635,0.740965,0.902651,0.28815,0.520655,0.117272,0.792313,0.91836,0.230528,0
1,0,0,0.154762,0.113036,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,1,0,0.014925,0,1,1,0,0,0.14,0.0008,0.322301,0.59189,0.794423,0.14755,0.610958,0.912188,0.095104,0.170303,0.828323,0.850103,0
1,0,0,0.035714,0.111607,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,1,0,0.014925,1,0,1,0,0,0,0.00006,0.89415,0.767281,0.290902,0.185871,0.311944,0.456774,0.708589,0.203987,0.315474,0.311391,0
0,1,0,0.178571,0.392857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.157895,1,0,0,1,0,1,0,1,0,0,0.06,0,0.076984,0.403994,0.901813,0.043288,0.827965,0.075735,0.669011,0.920243,0.402559,0.793643,0
1,0,0,0.206349,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026316,0,1,0,1,0,0,1,1,0,0,0.04,0,0.026562,0.237628,0.014908,0.683461,0.933145,0.417261,0.943201,0.386109,0.40269,0.367234,0
1,0,0,0.109841,0.188929,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,1,0,0.014925,1,0,1,0,0,0.08,0,0.019135,0.382261,0.818053,0.949556,0.434461,0.439833,0.121546,0.454788,0.234436,0.114926,0
1,0,0,0.275079,0.110179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,0,1,1,0,0.029851,0,1,1,0,0,0.08,0.00041,0.756964,0.191357,0.476,0.255146,0.360963,0.283474,0.603455,0.784024,0.88366,0.531049,0
1,0,0,0.171905,0.446429,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.030702,1,0,0,1,0,0,1,1,0,0,0.13,0,0.402205,0.833765,0.943735,0.432409,0.597426,0.91791,0.831451,0.239677,0.208181,0.328338,0
1,0,0,0.123016,0.348214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,1,0,0,1,0,1,0,1,0,0,0.07,0,0.298117,0.484825,0.210938,0.950845,0.42464,0.236293,0.003578,0.207566,0.265786,0.076299,0
1,0,0,0.240794,0.013393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.11,0.0014,0.861785,0.452996,0.106563,0.110144,0.217757,0.948631,0.755264,0.939265,0.918896,0.783789,0
1,0,0,0.777778,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.00012,0.77842,0.120693,0.848289,0.416083,0.555893,0.872181,0.707472,0.576285,0.908833,0.267333,0
0,1,0,0.579365,0.029821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.12,0.00117,0.500317,0.622573,0.201927,0.439024,0.160519,0.459327,0.775086,0.796133,0.692893,0.451824,0
1,0,0,0.123016,0.410714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,0,1,1,0,0,0.05,0.00068,0.025744,0.204812,0.839682,0.191827,0.623103,0.729693,0.980624,0.358005,0.658044,0.308335,0
0,1,0,0.628254,0.005893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.031,0.00027,0.89208,0.084655,0.438111,0.749511,0.53518,0.156273,0.751897,0.090889,0.441079,0.012246,0
1,0,0,0.178571,0.428571,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078947,1,0,1,0,0.029851,0,1,1,0,0,0.06,0.00005,0.416807,0.881366,0.436817,0.159238,0.893888,0.609275,0.342128,0.848704,0.837423,0.811732,0
1,0,0,0.150794,0.450893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,1,0,0.029851,1,0,1,0,0,0,0.05552,0.128344,0.728691,0.653216,0.989086,0.035414,0.691161,0.906791,0.582579,0.525844,0.630537,0
