@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute label {0,1}

@data
0,1,0,0.605873,0.232143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.108246,0,1,0,1,0,0,1,1,0,0,0.0365,0,0.130056,0.605249,0.240583,0.470331,0.185416,0.225574,0.376107,0.330577,0.821231,0.048104,0.886061,0.570922,0.142572,0.281716,0.308886,0
0,1,0,0.235397,0.059464,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.084737,1,0,0,1,0,0,1,1,0,0,0.22,0,0.594353,0.682641,0.24441,0.531657,0.629543,0.700011,0.280024,0.790164,0.127338,0.823517,0.960072,0.826644,0.126776,0.992962,0.745262,0
1,0,0,0.786984,0.019286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,1,0,1,0,0.044776,0,1,1,0,0,0.09,0,0.187988,0.608296,0.353922,0.06318,0.851428,0.560002,0.643608,0.111221,0.18971,0.394165,0.54621,0.85138,0.032472,0.875996,0.060719,0
1,0,0,0.294921,0.125,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.116,0,0.282869,0.163671,0.025611,0.413755,0.934372,0.046086,0.99007,0.365174,0.40354,0.908997,0.354971,0.703178,0.054444,0.791745,0.066575,0
1,0,0,0.31619,0.044643,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,0,1,0,1,0,1,0,1,0,0,0.06,0,0.205107,0.304982,0.233723,0.843074,0.706839,0.75516,0.950891,0.683536,0.659945,0.684699,0.375642,0.507518,0.745901,0.471523,0.683765,0
1,0,0,0.099206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0.072,0,0.2601,0.296555,0.755557,0.705667,0.425484,0.083877,0.771153,0.900593,0.713552,0.927492,0.624984,0.711302,0.872264,0.859631,0.255526,0
1,0,0,0.361111,0.151786,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,1,0,1,0,0,0.227,0.0005,0.401892,0.293735,0.807039,0.531547,0.928546,0.866256,0.671754,0.650516,0.706462,0.885151,0.848894,0.388103,0.258738,0.216612,0.04371,0
0,1,0,0.234127,0.035714,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,1,0,1,0,0.029851,0,1,1,0,0,0.0835,0.005,0.62447,0.262496,0.556196,0.84385,0.297298,0.399467,0.882774,0.54422,0.800095,0.938209,0.344393,0.794482,0.39038,0.768052,0.184117,0
1,0,0,0.484127,0.017857,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.377193,1,0,0,1,0,1,0,0,1,0,0.2,0,0.601332,0.832477,0.726212,0.131586,0.704234,0.649922,0.320968,0.380406,0.361406,0.629376,0.193042,0.260488,0.304887,0.250237,0.140513,0
0,1,0,0.261905,0.196429,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.192982,0,1,0,1,0,0,1,0,1,0,0.05,0,0.39852,0.028225,0.430067,0.07353,0.050235,0.580835,0.619478,0.32559,0.758059,0.861697,0.690024,0.347528,0.539455,0.671831,0.621592,0
1,0,0,0.070159,0.087857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033684,0,1,1,0,0.029851,0,1,1,0,0,0.08,0.00587,0.95315,0.646654,0.897609,0.878947,0.698043,0.49732,0.823413,0.143116,0.682919,0.936063,0.397503,0.65033,0.802171,0.297447,0.909552,0
0,1,0,0.695714,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.22807,0,1,1,0,0.014925,1,0,1,0,0,0,0.0001,0.672076,0.368573,0.798573,0.093854,0.0039,0.831962,0.072826,0.234258,0.058756,0.419494,0.390791,0.863825,0.00398,0.097115,0.309466,0
1,0,0,0.25127,0.169643,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,0,1,1,0,0.014925,0,1,1,0,0,0.23,0.00068,0.742739,0.341258,0.004305,0.682027,0.249916,0.896039,0.933996,0.224946,0.609555,0.051964,0.894896,0.903342,0.653461,0.906411,0.325177,0
1,0,0,0.080635,0.126429,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.09,0.00001,0.243158,0.298716,0.189756,0.072999,0.914172,0.612597,0.406325,0.776612,0.764044,0.619919,0.208038,0.39131,0.542394,0.635481,0.022267,0
0,1,0,0.402063,0.142857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,1,0,0,0.24,0,0.848987,0.382329,0.307699,0.480245,0.009921,0.972108,0.837245,0.434191,0.731262,0.690596,0.678755,0.265408,0.764054,0.671282,0.466277,0
1,0,0,0.099206,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0,0,0.413645,0.123284,0.804933,0.698236,0.676253,0.923751,0.766453,0.971311,0.962776,0.659625,0.958448,0.877317,0.028741,0.664129,0.610853,0
1,0,0,0.078095,0.178571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,1,0,0.029851,1,0,1,0,0,0,0.00038,0.742086,0.969665,0.930997,0.5392,0.605486,0.86373,0.515434,0.024305,0.962133,0.436584,0.001516,0.56181,0.492219,0.419789,0.949668,0
1,0,0,0.359841,0.026786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.020526,0,1,0,1,0,1,0,1,0,0,0.12,0.00003,0.646745,0.917417,0.124151,0.723493,0.911765,0.155729,0.581146,0.395809,0.001072,0.771895,0.561712,0.852931,0.844757,0.288819,0.357264,0
1,0,0,0.314762,0.011964,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,1,0,0,0.09,0,0.022812,0.707874,0.338409,0.445162,0.785549,0.633296,0.136711,0.950489,0.857659,0.554766,0.973882,0.922392,0.969645,0.846939,0.568073,0
1,0,0,0.199683,0.464286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.07,0.0111,0.846044,0.291648,0.695441,0.684814,0.832115,0.900914,0.548908,0.562707,0.857962,0.349961,0.045718,0.082915,0.236679,0.053701,0.026506,0
1,0,0,0.34127,0.113036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.131579,1,0,0,1,0,0,1,1,0,0,0.34,0,0.879875,0.521122,0.1061,0.107191,0.606287,0.951095,0.102156,0.779063,0.548663,0.790711,0.330158,0.78035,0.805047,0.451497,0.394733,0
0,1,0,0.170635,0.037143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,1,0,1,0,0.044776,1,0,1,0,0,0.09,0.00147,0.419841,0.661507,0.06273,0.022548,0.584744,0.054637,0.96124,0.378698,0.574901,0.197649,0.330798,0.425223,0.257698,0.514874,0.833108,0
0,1,0,0.219524,0.107143,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.097895,0,1,1,0,0.014925,0,1,1,0,0,0.14,0.0001,0.010318,0.643482,0.909597,0.48974,0.490384,0.372238,0.921878,0.648005,0.181169,0.058508,0.596073,0.32277,0.176764,0.55669,0.142754,0
0,1,0,0.043651,0.044643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.014925,1,0,1,0,0,0.054,0.00098,0.570194,0.144136,0.114457,0.275091,0.438076,0.928296,0.914584,0.561546,0.689794,0.898147,0.821334,0.389242,0.24652,0.263979,0.122498,0
0,1,0,0.309524,0.089286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,0,1,1,0,0,0,0.00002,0.33457,0.069079,0.049561,0.821274,0.074773,0.088744,0.230981,0.764521,0.868961,0.687283,0.705708,0.617899,0.585588,0.269429,0.347427,0
1,0,0,0.267143,0.096786,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,0,1,0,1,0,0.04,0,0.335961,0.385131,0.34361,0.586594,0.680853,0.070157,0.413357,0.799538,0.283121,0.479162,0.909691,0.735558,0.668624,0.192557,0.044599,0
0,1,0,0.34,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.089552,1,0,1,0,0,0,0.002,0.614877,0.553418,0.722528,0.316304,0.376118,0.154554,0.769223,0.776341,0.543015,0.316853,0.368676,0.63596,0.980255,0.223932,0.424179,0
0,1,0,0.496032,0.16375,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,0,1,0,1,0,0.12,0,0.437404,0.623119,0.886297,0.840947,0.210267,0.418792,0.722823,0.817695,0.317486,0.020701,0.917477,0.950673,0.96498,0.782589,0.437021,0
0,1,0,0.050317,0.017857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,1,0,0.089552,0,1,1,0,0,0.12,0.00035,0.022269,0.030662,0.581207,0.842396,0.961829,0.357278,0.343018,0.394429,0.575797,0.693679,0.84112,0.337663,0.285507,0.058152,0.840606,0
1,0,0,0.09127,0.342321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.027719,0,1,0,1,0,1,0,1,0,0,0.04,0.0035,0.452704,0.718177,0.207964,0.934393,0.090707,0.236354,0.651373,0.847255,0.16587,0.87841,0.408144,0.882749,0.630681,0.615624,0.777005,0
1,0,0,0.399524,0.0625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.15,0.00002,0.008861,0.234029,0.182965,0.714905,0.076567,0.823517,0.771493,0.224518,0.571978,0.791471,0.154542,0.369848,0.803288,0.649269,0.322096,0
1,0,0,0.466984,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.078947,0,1,0,1,0,0,1,1,0,0,0.0705,0,0.012117,0.590671,0.813986,0.213736,0.182744,0.715334,0.699651,0.807784,0.473757,0.356111,0.270323,0.111335,0.572276,0.531074,0.56609,0
1,0,0,0.354444,0.090714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.01,0.041792,0.88295,0.504662,0.83734,0.396575,0.693288,0.742996,0.403875,0.45055,0.558744,0.802002,0.795081,0.565457,0.973757,0.027784,0
1,0,0,0.277778,0.10125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.074627,1,0,1,0,0,0.088,0.00146,0.653268,0.974153,0.926235,0.917826,0.493894,0.001459,0.354706,0.629964,0.103304,0.077912,0.232197,0.41398,0.278855,0.399563,0.212201,0
1,0,0,0.358413,0.135357,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,1,0,0,1,0,0,1,1,0,0,0.1,0,0.902087,0.207779,0.413635,0.572876,0.669936,0.553898,0.824906,0.280349,0.643759,0.542602,0.665847,0.727727,0.582267,0.016194,0.124556,0
1,0,0,0.334603,0.089286,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,0,1,0,0.1,0,0.543048,0.810899,0.163097,0.595139,0.584169,0.702082,0.798022,0.943759,0.853282,0.901992,0.184909,0.701549,0.070993,0.072203,0.125511,0
0,1,0,0.06619,0.019286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,0,1,1,0,0.014925,0,1,1,0,0,0.04,0.00005,0.202548,0.919439,0.481535,0.053138,0.650346,0.976933,0.574892,0.627303,0.449632,0.94017,0.935569,0.961034,0.442343,0.808999,0.836265,0
0,1,0,0.31746,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,1,0,1,0,0.044776,0,1,1,0,0,0.106,0,0.161378,0.289942,0.532683,0.254977,0.987859,0.375918,0.176413,0.00009,0.847584,0.95069,0.700394,0.034583,0.668493,0.031037,0.773685,0
1,0,0,0.246032,0.464286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0.114,0,0.436893,0.267839,0.760228,0.546477,0.692184,0.31818,0.589908,0.296624,0.887959,0.744416,0.546444,0.277907,0.811715,0.494267,0.334515,0
1,0,0,0.141587,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055614,0,1,1,0,0.014925,0,1,1,0,0,0.2,0.00009,0.155217,0.020166,0.565129,0.316199,0.677658,0.445237,0.515295,0.400373,0.020867,0.46756,0.681059,0.364761,0.219207,0.705985,0.197603,0
1,0,0,0.460317,0.145893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.054,0.001,0.437788,0.261613,0.604004,0.13358,0.189508,0.705299,0.240915,0.48063,0.712149,0.459451,0.453761,0.444183,0.78293,0.232665,0.294792,0
0,1,0,0.15873,0.025357,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,1,0,0.014925,0,1,1,0,0,0.12,0.00004,0.225017,0.267313,0.909093,0.914387,0.509225,0.901387,0.667921,0.489773,0.507076,0.561183,0.102107,0.824917,0.355653,0.492848,0.490962,0
1,0,0,0.337302,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,0,1,1,0,0,0.105,0,0.34144,0.807015,0.61401,0.309777,0.802007,0.810046,0.91438,0.012263,0.955908,0.913613,0.825206,0.110901,0.518791,0.988239,0.39242,0
0,1,0,0.129683,0.416607,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,1,0,0,0.16,0.00005,0.089624,0.482495,0.861028,0.531805,0.926682,0.851621,0.146553,0.186546,0.132085,0.064124,0.150732,0.121367,0.564251,0.655397,0.938571,0
1,0,0,0.56873,0.678571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.014925,1,0,1,0,0,0.047,0,0.574744,0.751708,0.639781,0.458689,0.504455,0.960597,0.500539,0.183217,0.775721,0.470229,0.013614,0.39679,0.294026,0.259535,0.829006,0
1,0,0,0.277778,0.040179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.014925,1,0,1,0,0,0.048,0.00019,0.200522,0.476865,0.916461,0.237027,0.987097,0.689036,0.699096,0.427706,0.724036,0.376924,0.750311,0.563824,0.356123,0.51943,0.502986,0
0,1,0,0.126984,0.0625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.08,0,0.588639,0.0478,0.136838,0.05077,0.857553,0.446825,0.11467,0.125194,0.66588,0.071551,0.289046,0.601455,0.484193,0.945804,0.330518,0
0,1,0,0.105873,0.375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.077,0.00032,0.025327,0.815189,0.785348,0.622419,0.65167,0.564584,0.426007,0.213882,0.854669,0.231488,0.924534,0.747895,0.282804,0.461801,0.683501,0
0,1,0,0.177302,0.044643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.04,0,0.945905,0.357608,0.232994,0.214749,0.25858,0.480937,0.139544,0.775918,0.947572,0.118266,0.635085,0.802654,0.703433,0.893381,0.158855,0
1,0,0,0.255238,0.072857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.064,0.00001,0.898431,0.119675,0.325236,0.164014,0.891531,0.053881,0.597854,0.633716,0.6045,0.292874,0.820407,0.92704,0.531021,0.003725,0.153418,0
1,0,0,0.116349,0.147321,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.07,0.001,0.367683,0.967111,0.580813,0.233386,0.068274,0.343067,0.459983,0.15611,0.88933,0.924485,0.118235,0.428837,0.616996,0.594677,0.042347,0
0,1,0,0.334603,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.08,0,0.820436,0.601094,0.365132,0.603215,0.237457,0.892007,0.076096,0.987654,0.368184,0.717098,0.506286,0.765805,0.61594,0.972696,0.140896,0
1,0,0,0.562222,0.081786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.1,0.00003,0.682076,0.31946,0.497836,0.923026,0.501208,0.333732,0.596139,0.105719,0.82195,0.057368,0.13732,0.853804,0.713531,0.7654,0.616628,0
1,0,0,0.41,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.029851,1,0,1,0,0,0.0085,0.00001,0.276168,0.920218,0.440211,0.763282,0.157725,0.393905,0.972793,0.756393,0.870163,0.536153,0.099697,0.841674,0.951817,0.885855,0.057159,0
1,0,0,0.055556,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,0,1,1,0,0,0.08,0.0004,0.578479,0.479747,0.344978,0.586425,0.632423,0.511704,0.499644,0.6784,0.132561,0.104469,0.264326,0.63868,0.825578,0.531454,0.832267,0
0,1,0,0.441746,0.037143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,0,1,0,1,0,1,0,0,0.12,0.00237,0.404056,0.379147,0.475055,0.212812,0.94098,0.480138,0.445058,0.261429,0.902524,0.687483,0.989402,0.893786,0.864588,0.91093,0.117254,0
0,1,0,0.156032,0.020893,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.06,0.00087,0.228086,0.459974,0.438924,0.769542,0.232425,0.977996,0.27203,0.155472,0.322628,0.565518,0.958938,0.924327,0.540835,0.064025,0.732647,0
1,0,0,0.197143,0.446429,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04386,0,1,0,1,0,0,1,1,0,0,0,0.00017,0.379974,0.946206,0.555405,0.417341,0.377617,0.928569,0.015327,0.33171,0.706972,0.828432,0.198861,0.134293,0.896244,0.507313,0.538175,0
1,0,0,0.36381,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.1105,0,0.306347,0.308903,0.705459,0.816558,0.861504,0.007221,0.5104,0.619423,0.202864,0.565272,0.532463,0.253312,0.005064,0.230209,0.235149,0
1,0,0,0.040952,0.098214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,1,0,0.014925,1,0,1,0,0,0.04,0.00021,0.040454,0.023823,0.151418,0.569658,0.431659,0.709634,0.668587,0.556058,0.952527,0.757952,0.517475,0.720696,0.181319,0.964649,0.654604,0
0,1,0,0.156032,0.029643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,1,0,0.014925,0,1,1,0,0,0.1,0.00011,0.665969,0.866515,0.473103,0.786302,0.49543,0.381614,0.440887,0.399004,0.380688,0.779062,0.756216,0.545237,0.430034,0.119529,0.807702,0
1,0,0,0.587302,0.020893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0725,0,0.84967,0.516825,0.707283,0.546992,0.655487,0.72087,0.004547,0.997073,0.38376,0.336614,0.297321,0.810356,0.81892,0.911497,0.952848,0
1,0,0,0.15873,0.014821,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,1,0,0.029851,1,0,1,0,0,0.064,0.00006,0.825178,0.930051,0.293091,0.672465,0.227549,0.277056,0.322426,0.561917,0.126424,0.373126,0.155005,0.254872,0.883824,0.778068,0.765216,0
1,0,0,0.34127,0.589286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.140351,1,0,0,1,0,1,0,1,0,0,0.04,0,0.769749,0.286733,0.022541,0.343652,0.373607,0.3967,0.639874,0.847065,0.076527,0.576737,0.593858,0.103405,0.758649,0.631249,0.500026,0
1,0,0,0.133651,0.080357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.08,0.0001,0.818098,0.53295,0.012032,0.736101,0.403482,0.333332,0.694961,0.25735,0.432978,0.330208,0.545146,0.773557,0.449977,0.667902,0.907113,0
0,1,0,0.559524,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.05,0.00027,0.30469,0.670394,0.621445,0.602273,0.62275,0.060443,0.758558,0.995412,0.906627,0.939467,0.108609,0.846672,0.926668,0.91219,0.621123,0
1,0,0,0.40873,0.058036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0,0.00316,0.611794,0.026268,0.874055,0.710769,0.047436,0.632945,0.107844,0.791738,0.107418,0.371421,0.812393,0.676664,0.437371,0.977961,0.265776,0
